Drug ID,Drug Name,Interacts With Generic Name,Interaction Link
643,NuvaRing,tizanidine,https://www.drugs.com/drug-interactions/nuvaring-with-tizanidine-1041-589-2205-0.html
643,NuvaRing,phenytoin,https://www.drugs.com/drug-interactions/nuvaring-with-phenytoin-1041-589-1863-0.html
643,NuvaRing,mavacamten,https://www.drugs.com/drug-interactions/mavacamten-with-nuvaring-4360-0-1041-589.html
643,NuvaRing,ruxolitinib,https://www.drugs.com/drug-interactions/nuvaring-with-ruxolitinib-1041-589-3352-0.html
643,NuvaRing,anisindione,https://www.drugs.com/drug-interactions/anisindione-with-nuvaring-210-0-1041-589.html
643,NuvaRing,abrocitinib,https://www.drugs.com/drug-interactions/abrocitinib-with-nuvaring-4333-0-1041-589.html
643,NuvaRing,ulipristal,https://www.drugs.com/drug-interactions/nuvaring-with-ulipristal-1041-589-3257-0.html
643,NuvaRing,momelotinib,https://www.drugs.com/drug-interactions/momelotinib-with-nuvaring-4534-0-1041-589.html
643,NuvaRing,tofacitinib,https://www.drugs.com/drug-interactions/nuvaring-with-tofacitinib-1041-589-3429-0.html
643,NuvaRing,troleandomycin,https://www.drugs.com/drug-interactions/nuvaring-with-troleandomycin-1041-589-2261-0.html
643,NuvaRing,acitretin,https://www.drugs.com/drug-interactions/acitretin-with-nuvaring-98-0-1041-589.html
643,NuvaRing,mycophenolic acid,https://www.drugs.com/drug-interactions/mycophenolic-acid-with-nuvaring-1672-0-1041-589.html
643,NuvaRing,primidone,https://www.drugs.com/drug-interactions/nuvaring-with-primidone-1041-589-1940-0.html
643,NuvaRing,cobicistat,https://www.drugs.com/drug-interactions/cobicistat-with-nuvaring-3565-0-1041-589.html
643,NuvaRing,relugolix,https://www.drugs.com/drug-interactions/nuvaring-with-relugolix-1041-589-4227-0.html
643,NuvaRing,pexidartinib,https://www.drugs.com/drug-interactions/nuvaring-with-pexidartinib-1041-589-4032-0.html
643,NuvaRing,rasagiline,https://www.drugs.com/drug-interactions/nuvaring-with-rasagiline-1041-589-1995-0.html
643,NuvaRing,rifabutin,https://www.drugs.com/drug-interactions/nuvaring-with-rifabutin-1041-589-2011-0.html
643,NuvaRing,clarithromycin,https://www.drugs.com/drug-interactions/clarithromycin-with-nuvaring-685-0-1041-589.html
643,NuvaRing,rifapentine,https://www.drugs.com/drug-interactions/nuvaring-with-rifapentine-1041-589-2013-0.html
643,NuvaRing,pacritinib,https://www.drugs.com/drug-interactions/nuvaring-with-pacritinib-1041-589-4344-0.html
643,NuvaRing,fezolinetant,https://www.drugs.com/drug-interactions/fezolinetant-with-nuvaring-4478-0-1041-589.html
643,NuvaRing,lemborexant,https://www.drugs.com/drug-interactions/lemborexant-with-nuvaring-4115-0-1041-589.html
643,NuvaRing,vorasidenib,https://www.drugs.com/drug-interactions/nuvaring-with-vorasidenib-1041-589-4630-0.html
643,NuvaRing,testolactone,https://www.drugs.com/drug-interactions/nuvaring-with-testolactone-1041-589-2166-0.html
644,Nuvigil,citalopram,https://www.drugs.com/drug-interactions/citalopram-with-nuvigil-679-0-234-11228.html
644,Nuvigil,belzutifan,https://www.drugs.com/drug-interactions/belzutifan-with-nuvigil-4289-0-234-11228.html
644,Nuvigil,hydrocodone,https://www.drugs.com/drug-interactions/hydrocodone-with-nuvigil-2874-0-234-11228.html
644,Nuvigil,butorphanol,https://www.drugs.com/drug-interactions/butorphanol-with-nuvigil-448-0-234-11228.html
644,Nuvigil,oxycodone,https://www.drugs.com/drug-interactions/nuvigil-with-oxycodone-234-11228-1770-0.html
644,Nuvigil,fentanyl,https://www.drugs.com/drug-interactions/fentanyl-with-nuvigil-1074-0-234-11228.html
644,Nuvigil,ranolazine,https://www.drugs.com/drug-interactions/nuvigil-with-ranolazine-234-11228-1993-0.html
644,Nuvigil,cocaine nasal,https://www.drugs.com/drug-interactions/cocaine-nasal-with-nuvigil-3966-0-234-11228.html
644,Nuvigil,lumateperone,https://www.drugs.com/drug-interactions/lumateperone-with-nuvigil-4114-0-234-11228.html
644,Nuvigil,duvelisib,https://www.drugs.com/drug-interactions/duvelisib-with-nuvigil-3961-0-234-11228.html
644,Nuvigil,mavacamten,https://www.drugs.com/drug-interactions/mavacamten-with-nuvigil-4360-0-234-11228.html
644,Nuvigil,oliceridine,https://www.drugs.com/drug-interactions/nuvigil-with-oliceridine-234-11228-4180-0.html
644,Nuvigil,vorasidenib,https://www.drugs.com/drug-interactions/nuvigil-with-vorasidenib-234-11228-4630-0.html
644,Nuvigil,repotrectinib,https://www.drugs.com/drug-interactions/nuvigil-with-repotrectinib-234-11228-4564-0.html
644,Nuvigil,palovarotene,https://www.drugs.com/drug-interactions/nuvigil-with-palovarotene-234-11228-4529-0.html
644,Nuvigil,cocaine topical,https://www.drugs.com/drug-interactions/cocaine-topical-with-nuvigil-716-0-234-11228.html
644,Nuvigil,esketamine,https://www.drugs.com/drug-interactions/esketamine-with-nuvigil-3996-0-234-11228.html
644,Nuvigil,methadone,https://www.drugs.com/drug-interactions/methadone-with-nuvigil-1578-0-234-11228.html
644,Nuvigil,olaparib,https://www.drugs.com/drug-interactions/nuvigil-with-olaparib-234-11228-3580-0.html
644,Nuvigil,levomethadyl acetate,https://www.drugs.com/drug-interactions/levomethadyl-acetate-with-nuvigil-1459-0-234-11228.html
644,Nuvigil,capivasertib,https://www.drugs.com/drug-interactions/capivasertib-with-nuvigil-4565-0-234-11228.html
644,Nuvigil,modafinil,https://www.drugs.com/drug-interactions/modafinil-with-nuvigil-1647-0-234-11228.html
644,Nuvigil,dexamethasone,https://www.drugs.com/drug-interactions/dexamethasone-with-nuvigil-810-0-234-11228.html
644,Nuvigil,levonorgestrel,https://www.drugs.com/drug-interactions/levonorgestrel-with-nuvigil-1461-0-234-11228.html
644,Nuvigil,sodium phenylbutyrate,https://www.drugs.com/drug-interactions/nuvigil-with-sodium-phenylbutyrate-234-11228-2092-0.html
645,Nystatin,coccidioidin skin test,https://www.drugs.com/drug-interactions/coccidioidin-skin-test-with-nystatin-717-0-2389-0.html
645,Nystatin,brewer's yeast,https://www.drugs.com/drug-interactions/brewer-s-yeast-with-nystatin-408-0-2389-0.html
645,Nystatin,saccharomyces boulardii lyo,https://www.drugs.com/drug-interactions/nystatin-with-saccharomyces-boulardii-lyo-2389-0-2035-0.html
647,Ocrelizumab,tofacitinib,https://www.drugs.com/drug-interactions/ocrelizumab-with-tofacitinib-3798-0-3429-0.html
647,Ocrelizumab,nadofaragene firadenovec,https://www.drugs.com/drug-interactions/nadofaragene-firadenovec-with-ocrelizumab-4420-0-3798-0.html
647,Ocrelizumab,etanercept,https://www.drugs.com/drug-interactions/etanercept-with-ocrelizumab-1031-0-3798-0.html
647,Ocrelizumab,"chikungunya vaccine, live (cvx 317)",https://www.drugs.com/drug-interactions/chikungunya-vaccine-live-cvx-317-with-ocrelizumab-4560-0-3798-0.html
647,Ocrelizumab,yellow fever vaccine,https://www.drugs.com/drug-interactions/ocrelizumab-with-yellow-fever-vaccine-3798-0-2314-0.html
647,Ocrelizumab,ozanimod,https://www.drugs.com/drug-interactions/ocrelizumab-with-ozanimod-3798-0-4142-0.html
647,Ocrelizumab,"influenza virus vaccine, h1n1, live",https://www.drugs.com/drug-interactions/influenza-virus-vaccine-h1n1-live-with-ocrelizumab-3227-0-3798-0.html
647,Ocrelizumab,ublituximab,https://www.drugs.com/drug-interactions/ocrelizumab-with-ublituximab-3798-0-4423-0.html
647,Ocrelizumab,cladribine,https://www.drugs.com/drug-interactions/cladribine-with-ocrelizumab-684-0-3798-0.html
647,Ocrelizumab,alemtuzumab,https://www.drugs.com/drug-interactions/alemtuzumab-with-ocrelizumab-115-0-3798-0.html
647,Ocrelizumab,certolizumab,https://www.drugs.com/drug-interactions/certolizumab-with-ocrelizumab-2828-0-3798-0.html
647,Ocrelizumab,allogeneic processed thymus tissue,https://www.drugs.com/drug-interactions/allogeneic-processed-thymus-tissue-with-ocrelizumab-4304-0-3798-0.html
647,Ocrelizumab,leflunomide,https://www.drugs.com/drug-interactions/leflunomide-with-ocrelizumab-1440-0-3798-0.html
647,Ocrelizumab,siponimod,https://www.drugs.com/drug-interactions/ocrelizumab-with-siponimod-3798-0-4001-0.html
647,Ocrelizumab,teriflunomide,https://www.drugs.com/drug-interactions/ocrelizumab-with-teriflunomide-3798-0-3417-0.html
647,Ocrelizumab,dengue vaccine,https://www.drugs.com/drug-interactions/dengue-vaccine-with-ocrelizumab-4012-0-3798-0.html
647,Ocrelizumab,bcg,https://www.drugs.com/drug-interactions/bcg-with-ocrelizumab-324-0-3798-0.html
647,Ocrelizumab,adalimumab,https://www.drugs.com/drug-interactions/adalimumab-with-ocrelizumab-102-0-3798-0.html
647,Ocrelizumab,"typhoid vaccine, live",https://www.drugs.com/drug-interactions/ocrelizumab-with-typhoid-vaccine-live-3798-0-2271-0.html
647,Ocrelizumab,"influenza virus vaccine, live",https://www.drugs.com/drug-interactions/influenza-virus-vaccine-live-with-ocrelizumab-1338-0-3798-0.html
647,Ocrelizumab,rubella virus vaccine,https://www.drugs.com/drug-interactions/ocrelizumab-with-rubella-virus-vaccine-3798-0-2034-0.html
647,Ocrelizumab,ritlecitinib,https://www.drugs.com/drug-interactions/ocrelizumab-with-ritlecitinib-3798-0-4508-0.html
647,Ocrelizumab,mumps virus vaccine,https://www.drugs.com/drug-interactions/mumps-virus-vaccine-with-ocrelizumab-1668-0-3798-0.html
647,Ocrelizumab,measles virus vaccine,https://www.drugs.com/drug-interactions/measles-virus-vaccine-with-ocrelizumab-1531-0-3798-0.html
647,Ocrelizumab,natalizumab,https://www.drugs.com/drug-interactions/natalizumab-with-ocrelizumab-1693-0-3798-0.html
648,Ocrevus,measles virus vaccine,https://www.drugs.com/drug-interactions/measles-virus-vaccine-with-ocrevus-1531-0-3798-18440.html
648,Ocrevus,infliximab,https://www.drugs.com/drug-interactions/infliximab-with-ocrevus-1336-0-3798-18440.html
648,Ocrevus,"chikungunya vaccine, live (cvx 317)",https://www.drugs.com/drug-interactions/chikungunya-vaccine-live-cvx-317-with-ocrevus-4560-0-3798-18440.html
648,Ocrevus,fingolimod,https://www.drugs.com/drug-interactions/fingolimod-with-ocrevus-3264-0-3798-18440.html
648,Ocrevus,alemtuzumab,https://www.drugs.com/drug-interactions/alemtuzumab-with-ocrevus-115-0-3798-18440.html
648,Ocrevus,"poliovirus vaccine, live, trivalent",https://www.drugs.com/drug-interactions/ocrevus-with-poliovirus-vaccine-live-trivalent-3798-18440-1891-0.html
648,Ocrevus,ritlecitinib,https://www.drugs.com/drug-interactions/ocrevus-with-ritlecitinib-3798-18440-4508-0.html
648,Ocrevus,dengue vaccine,https://www.drugs.com/drug-interactions/dengue-vaccine-with-ocrevus-4012-0-3798-18440.html
648,Ocrevus,ozanimod,https://www.drugs.com/drug-interactions/ocrevus-with-ozanimod-3798-18440-4142-0.html
648,Ocrevus,tofacitinib,https://www.drugs.com/drug-interactions/ocrevus-with-tofacitinib-3798-18440-3429-0.html
648,Ocrevus,etanercept,https://www.drugs.com/drug-interactions/etanercept-with-ocrevus-1031-0-3798-18440.html
648,Ocrevus,allogeneic processed thymus tissue,https://www.drugs.com/drug-interactions/allogeneic-processed-thymus-tissue-with-ocrevus-4304-0-3798-18440.html
648,Ocrevus,rubella virus vaccine,https://www.drugs.com/drug-interactions/ocrevus-with-rubella-virus-vaccine-3798-18440-2034-0.html
648,Ocrevus,talimogene laherparepvec,https://www.drugs.com/drug-interactions/ocrevus-with-talimogene-laherparepvec-3798-18440-3701-0.html
648,Ocrevus,teriflunomide,https://www.drugs.com/drug-interactions/ocrevus-with-teriflunomide-3798-18440-3417-0.html
648,Ocrevus,"cholera vaccine, live",https://www.drugs.com/drug-interactions/cholera-vaccine-live-with-ocrevus-3772-0-3798-18440.html
648,Ocrevus,nadofaragene firadenovec,https://www.drugs.com/drug-interactions/nadofaragene-firadenovec-with-ocrevus-4420-0-3798-18440.html
648,Ocrevus,"typhoid vaccine, live",https://www.drugs.com/drug-interactions/ocrevus-with-typhoid-vaccine-live-3798-18440-2271-0.html
648,Ocrevus,"influenza virus vaccine, h1n1, live",https://www.drugs.com/drug-interactions/influenza-virus-vaccine-h1n1-live-with-ocrevus-3227-0-3798-18440.html
648,Ocrevus,ublituximab,https://www.drugs.com/drug-interactions/ocrevus-with-ublituximab-3798-18440-4423-0.html
648,Ocrevus,rotavirus vaccine,https://www.drugs.com/drug-interactions/ocrevus-with-rotavirus-vaccine-3798-18440-2032-0.html
648,Ocrevus,siponimod,https://www.drugs.com/drug-interactions/ocrevus-with-siponimod-3798-18440-4001-0.html
648,Ocrevus,golimumab,https://www.drugs.com/drug-interactions/golimumab-with-ocrevus-3128-0-3798-18440.html
648,Ocrevus,bcg,https://www.drugs.com/drug-interactions/bcg-with-ocrevus-324-0-3798-18440.html
648,Ocrevus,fexinidazole,https://www.drugs.com/drug-interactions/fexinidazole-with-ocrevus-4280-0-3798-18440.html
649,Ofev,phenytoin,https://www.drugs.com/drug-interactions/ofev-with-phenytoin-3570-16909-1863-0.html
649,Ofev,rifapentine,https://www.drugs.com/drug-interactions/ofev-with-rifapentine-3570-16909-2013-0.html
649,Ofev,drotrecogin alfa,https://www.drugs.com/drug-interactions/drotrecogin-alfa-with-ofev-948-0-3570-16909.html
649,Ofev,tipranavir,https://www.drugs.com/drug-interactions/ofev-with-tipranavir-3570-16909-2203-0.html
649,Ofev,lorlatinib,https://www.drugs.com/drug-interactions/lorlatinib-with-ofev-3974-0-3570-16909.html
649,Ofev,lomitapide,https://www.drugs.com/drug-interactions/lomitapide-with-ofev-3437-0-3570-16909.html
649,Ofev,mipomersen,https://www.drugs.com/drug-interactions/mipomersen-with-ofev-3451-0-3570-16909.html
649,Ofev,apalutamide,https://www.drugs.com/drug-interactions/apalutamide-with-ofev-3893-0-3570-16909.html
649,Ofev,leflunomide,https://www.drugs.com/drug-interactions/leflunomide-with-ofev-1440-0-3570-16909.html
649,Ofev,fosphenytoin,https://www.drugs.com/drug-interactions/fosphenytoin-with-ofev-1142-0-3570-16909.html
649,Ofev,rifampin,https://www.drugs.com/drug-interactions/ofev-with-rifampin-3570-16909-2012-0.html
649,Ofev,st. john's wort,https://www.drugs.com/drug-interactions/ofev-with-st-john-s-wort-3570-16909-2106-0.html
649,Ofev,phenobarbital,https://www.drugs.com/drug-interactions/ofev-with-phenobarbital-3570-16909-1846-0.html
649,Ofev,pexidartinib,https://www.drugs.com/drug-interactions/ofev-with-pexidartinib-3570-16909-4032-0.html
649,Ofev,carbamazepine,https://www.drugs.com/drug-interactions/carbamazepine-with-ofev-497-0-3570-16909.html
649,Ofev,teriflunomide,https://www.drugs.com/drug-interactions/ofev-with-teriflunomide-3570-16909-3417-0.html
649,Ofev,primidone,https://www.drugs.com/drug-interactions/ofev-with-primidone-3570-16909-1940-0.html
649,Ofev,levoketoconazole,https://www.drugs.com/drug-interactions/levoketoconazole-with-ofev-4330-0-3570-16909.html
649,Ofev,verapamil,https://www.drugs.com/drug-interactions/ofev-with-verapamil-3570-16909-2297-0.html
649,Ofev,sorafenib,https://www.drugs.com/drug-interactions/ofev-with-sorafenib-3570-16909-2101-0.html
649,Ofev,prasugrel,https://www.drugs.com/drug-interactions/ofev-with-prasugrel-3570-16909-3148-0.html
649,Ofev,ritonavir,https://www.drugs.com/drug-interactions/ofev-with-ritonavir-3570-16909-2021-0.html
649,Ofev,mibefradil,https://www.drugs.com/drug-interactions/mibefradil-with-ofev-1623-0-3570-16909.html
649,Ofev,mifepristone,https://www.drugs.com/drug-interactions/mifepristone-with-ofev-1630-0-3570-16909.html
649,Ofev,repotrectinib,https://www.drugs.com/drug-interactions/ofev-with-repotrectinib-3570-16909-4564-0.html
650,Ofloxacin,quinidine,https://www.drugs.com/drug-interactions/ofloxacin-with-quinidine-1741-0-1981-0.html
650,Ofloxacin,"typhoid vaccine, live",https://www.drugs.com/drug-interactions/ofloxacin-with-typhoid-vaccine-live-1741-0-2271-0.html
650,Ofloxacin,selpercatinib,https://www.drugs.com/drug-interactions/ofloxacin-with-selpercatinib-1741-0-4151-0.html
650,Ofloxacin,iohexol,https://www.drugs.com/drug-interactions/iohexol-with-ofloxacin-1372-0-1741-0.html
650,Ofloxacin,levomethadyl acetate,https://www.drugs.com/drug-interactions/levomethadyl-acetate-with-ofloxacin-1459-0-1741-0.html
650,Ofloxacin,tramadol,https://www.drugs.com/drug-interactions/ofloxacin-with-tramadol-1741-0-2221-0.html
650,Ofloxacin,fezolinetant,https://www.drugs.com/drug-interactions/fezolinetant-with-ofloxacin-4478-0-1741-0.html
650,Ofloxacin,iomeprol,https://www.drugs.com/drug-interactions/iomeprol-with-ofloxacin-4376-0-1741-0.html
650,Ofloxacin,"cholera vaccine, live",https://www.drugs.com/drug-interactions/cholera-vaccine-live-with-ofloxacin-3772-0-1741-0.html
650,Ofloxacin,glipizide,https://www.drugs.com/drug-interactions/glipizide-with-ofloxacin-1179-0-1741-0.html
650,Ofloxacin,dofetilide,https://www.drugs.com/drug-interactions/dofetilide-with-ofloxacin-925-0-1741-0.html
650,Ofloxacin,methadone,https://www.drugs.com/drug-interactions/methadone-with-ofloxacin-1578-0-1741-0.html
650,Ofloxacin,ivosidenib,https://www.drugs.com/drug-interactions/ivosidenib-with-ofloxacin-3927-0-1741-0.html
650,Ofloxacin,mycophenolate mofetil,https://www.drugs.com/drug-interactions/mycophenolate-mofetil-with-ofloxacin-1671-0-1741-0.html
650,Ofloxacin,tolbutamide,https://www.drugs.com/drug-interactions/ofloxacin-with-tolbutamide-1741-0-2211-0.html
650,Ofloxacin,prednisone,https://www.drugs.com/drug-interactions/ofloxacin-with-prednisone-1741-0-1936-0.html
650,Ofloxacin,levoketoconazole,https://www.drugs.com/drug-interactions/levoketoconazole-with-ofloxacin-4330-0-1741-0.html
650,Ofloxacin,insulin lispro,https://www.drugs.com/drug-interactions/insulin-lispro-with-ofloxacin-1349-0-1741-0.html
650,Ofloxacin,escitalopram,https://www.drugs.com/drug-interactions/escitalopram-with-ofloxacin-1013-0-1741-0.html
650,Ofloxacin,dexamethasone,https://www.drugs.com/drug-interactions/dexamethasone-with-ofloxacin-810-0-1741-0.html
650,Ofloxacin,vemurafenib,https://www.drugs.com/drug-interactions/ofloxacin-with-vemurafenib-1741-0-3338-0.html
650,Ofloxacin,chloroquine,https://www.drugs.com/drug-interactions/chloroquine-with-ofloxacin-593-0-1741-0.html
650,Ofloxacin,prednisolone,https://www.drugs.com/drug-interactions/ofloxacin-with-prednisolone-1741-0-1933-0.html
650,Ofloxacin,insulin,https://www.drugs.com/drug-interactions/insulin-with-ofloxacin-1340-0-1741-0.html
650,Ofloxacin,cortisone,https://www.drugs.com/drug-interactions/cortisone-with-ofloxacin-748-0-1741-0.html
653,Ojjaara,natalizumab,https://www.drugs.com/drug-interactions/natalizumab-with-ojjaara-1693-0-4534-20570.html
653,Ojjaara,etonogestrel,https://www.drugs.com/drug-interactions/etonogestrel-with-ojjaara-1056-0-4534-20570.html
653,Ojjaara,levoketoconazole,https://www.drugs.com/drug-interactions/levoketoconazole-with-ojjaara-4330-0-4534-20570.html
653,Ojjaara,clozapine,https://www.drugs.com/drug-interactions/clozapine-with-ojjaara-709-0-4534-20570.html
653,Ojjaara,smallpox vaccine,https://www.drugs.com/drug-interactions/ojjaara-with-smallpox-vaccine-4534-20570-2072-0.html
653,Ojjaara,"chikungunya vaccine, live (cvx 317)",https://www.drugs.com/drug-interactions/chikungunya-vaccine-live-cvx-317-with-ojjaara-4560-0-4534-20570.html
653,Ojjaara,norethindrone,https://www.drugs.com/drug-interactions/norethindrone-with-ojjaara-1730-0-4534-20570.html
653,Ojjaara,ublituximab,https://www.drugs.com/drug-interactions/ojjaara-with-ublituximab-4534-20570-4423-0.html
653,Ojjaara,estramustine,https://www.drugs.com/drug-interactions/estramustine-with-ojjaara-1026-0-4534-20570.html
653,Ojjaara,bcg,https://www.drugs.com/drug-interactions/bcg-with-ojjaara-324-0-4534-20570.html
653,Ojjaara,zoster vaccine live,https://www.drugs.com/drug-interactions/ojjaara-with-zoster-vaccine-live-4534-20570-2335-0.html
653,Ojjaara,baricitinib,https://www.drugs.com/drug-interactions/baricitinib-with-ojjaara-3917-0-4534-20570.html
653,Ojjaara,ponesimod,https://www.drugs.com/drug-interactions/ojjaara-with-ponesimod-4534-20570-4247-0.html
653,Ojjaara,nadofaragene firadenovec,https://www.drugs.com/drug-interactions/nadofaragene-firadenovec-with-ojjaara-4420-0-4534-20570.html
653,Ojjaara,siponimod,https://www.drugs.com/drug-interactions/ojjaara-with-siponimod-4534-20570-4001-0.html
653,Ojjaara,hydroxyprogesterone,https://www.drugs.com/drug-interactions/hydroxyprogesterone-with-ojjaara-1299-0-4534-20570.html
653,Ojjaara,rubella virus vaccine,https://www.drugs.com/drug-interactions/ojjaara-with-rubella-virus-vaccine-4534-20570-2034-0.html
653,Ojjaara,estradiol topical,https://www.drugs.com/drug-interactions/estradiol-topical-with-ojjaara-2422-0-4534-20570.html
653,Ojjaara,dienestrol topical,https://www.drugs.com/drug-interactions/dienestrol-topical-with-ojjaara-877-0-4534-20570.html
653,Ojjaara,varicella virus vaccine,https://www.drugs.com/drug-interactions/ojjaara-with-varicella-virus-vaccine-4534-20570-2292-0.html
653,Ojjaara,allogeneic processed thymus tissue,https://www.drugs.com/drug-interactions/allogeneic-processed-thymus-tissue-with-ojjaara-4304-0-4534-20570.html
653,Ojjaara,conjugated estrogens,https://www.drugs.com/drug-interactions/conjugated-estrogens-with-ojjaara-2360-0-4534-20570.html
653,Ojjaara,etrasimod,https://www.drugs.com/drug-interactions/etrasimod-with-ojjaara-4550-0-4534-20570.html
653,Ojjaara,"cholera vaccine, live",https://www.drugs.com/drug-interactions/cholera-vaccine-live-with-ojjaara-3772-0-4534-20570.html
653,Ojjaara,megestrol,https://www.drugs.com/drug-interactions/megestrol-with-ojjaara-1547-0-4534-20570.html
654,Olanzapine,butorphanol,https://www.drugs.com/drug-interactions/butorphanol-with-olanzapine-448-0-1744-0.html
654,Olanzapine,remifentanil,https://www.drugs.com/drug-interactions/olanzapine-with-remifentanil-1744-0-1999-0.html
654,Olanzapine,esketamine,https://www.drugs.com/drug-interactions/esketamine-with-olanzapine-3996-0-1744-0.html
654,Olanzapine,buprenorphine,https://www.drugs.com/drug-interactions/buprenorphine-with-olanzapine-438-0-1744-0.html
654,Olanzapine,oxycodone,https://www.drugs.com/drug-interactions/olanzapine-with-oxycodone-1744-0-1770-0.html
654,Olanzapine,tramadol,https://www.drugs.com/drug-interactions/olanzapine-with-tramadol-1744-0-2221-0.html
654,Olanzapine,lorazepam,https://www.drugs.com/drug-interactions/lorazepam-with-olanzapine-1488-0-1744-0.html
654,Olanzapine,potassium citrate,https://www.drugs.com/drug-interactions/olanzapine-with-potassium-citrate-1744-0-1914-0.html
654,Olanzapine,nalbuphine,https://www.drugs.com/drug-interactions/nalbuphine-with-olanzapine-1679-0-1744-0.html
654,Olanzapine,tapentadol,https://www.drugs.com/drug-interactions/olanzapine-with-tapentadol-1744-0-3132-0.html
654,Olanzapine,oxymorphone,https://www.drugs.com/drug-interactions/olanzapine-with-oxymorphone-1744-0-1773-0.html
654,Olanzapine,levomethadyl acetate,https://www.drugs.com/drug-interactions/levomethadyl-acetate-with-olanzapine-1459-0-1744-0.html
654,Olanzapine,tolcapone,https://www.drugs.com/drug-interactions/olanzapine-with-tolcapone-1744-0-2212-0.html
654,Olanzapine,chloramphenicol,https://www.drugs.com/drug-interactions/chloramphenicol-with-olanzapine-579-0-1744-0.html
654,Olanzapine,cabergoline,https://www.drugs.com/drug-interactions/cabergoline-with-olanzapine-449-0-1744-0.html
654,Olanzapine,entacapone,https://www.drugs.com/drug-interactions/entacapone-with-olanzapine-979-0-1744-0.html
654,Olanzapine,meperidine,https://www.drugs.com/drug-interactions/meperidine-with-olanzapine-1557-0-1744-0.html
654,Olanzapine,ciprofloxacin,https://www.drugs.com/drug-interactions/ciprofloxacin-with-olanzapine-672-0-1744-0.html
654,Olanzapine,morphine liposomal,https://www.drugs.com/drug-interactions/morphine-liposomal-with-olanzapine-1657-0-1744-0.html
654,Olanzapine,sodium oxybate,https://www.drugs.com/drug-interactions/olanzapine-with-sodium-oxybate-1744-0-2091-0.html
654,Olanzapine,ropinirole,https://www.drugs.com/drug-interactions/olanzapine-with-ropinirole-1744-0-2027-0.html
654,Olanzapine,methadone,https://www.drugs.com/drug-interactions/methadone-with-olanzapine-1578-0-1744-0.html
654,Olanzapine,hydrocodone,https://www.drugs.com/drug-interactions/hydrocodone-with-olanzapine-2874-0-1744-0.html
654,Olanzapine,remimazolam,https://www.drugs.com/drug-interactions/olanzapine-with-remimazolam-1744-0-4165-0.html
654,Olanzapine,clonazepam,https://www.drugs.com/drug-interactions/clonazepam-with-olanzapine-703-0-1744-0.html
655,Olaparib,"cholera vaccine, live",https://www.drugs.com/drug-interactions/cholera-vaccine-live-with-olaparib-3772-0-3580-0.html
655,Olaparib,tofacitinib,https://www.drugs.com/drug-interactions/olaparib-with-tofacitinib-3580-0-3429-0.html
655,Olaparib,apalutamide,https://www.drugs.com/drug-interactions/apalutamide-with-olaparib-3893-0-3580-0.html
655,Olaparib,alemtuzumab,https://www.drugs.com/drug-interactions/alemtuzumab-with-olaparib-115-0-3580-0.html
655,Olaparib,atogepant,https://www.drugs.com/drug-interactions/atogepant-with-olaparib-4301-0-3580-0.html
655,Olaparib,mumps virus vaccine,https://www.drugs.com/drug-interactions/mumps-virus-vaccine-with-olaparib-1668-0-3580-0.html
655,Olaparib,encorafenib,https://www.drugs.com/drug-interactions/encorafenib-with-olaparib-3921-0-3580-0.html
655,Olaparib,deucravacitinib,https://www.drugs.com/drug-interactions/deucravacitinib-with-olaparib-4392-0-3580-0.html
655,Olaparib,itraconazole,https://www.drugs.com/drug-interactions/itraconazole-with-olaparib-1406-0-3580-0.html
655,Olaparib,"chikungunya vaccine, live (cvx 317)",https://www.drugs.com/drug-interactions/chikungunya-vaccine-live-cvx-317-with-olaparib-4560-0-3580-0.html
655,Olaparib,rifampin,https://www.drugs.com/drug-interactions/olaparib-with-rifampin-3580-0-2012-0.html
655,Olaparib,fosphenytoin,https://www.drugs.com/drug-interactions/fosphenytoin-with-olaparib-1142-0-3580-0.html
655,Olaparib,baricitinib,https://www.drugs.com/drug-interactions/baricitinib-with-olaparib-3917-0-3580-0.html
655,Olaparib,letermovir,https://www.drugs.com/drug-interactions/letermovir-with-olaparib-3873-0-3580-0.html
655,Olaparib,clozapine,https://www.drugs.com/drug-interactions/clozapine-with-olaparib-709-0-3580-0.html
655,Olaparib,duvelisib,https://www.drugs.com/drug-interactions/duvelisib-with-olaparib-3961-0-3580-0.html
655,Olaparib,rubella virus vaccine,https://www.drugs.com/drug-interactions/olaparib-with-rubella-virus-vaccine-3580-0-2034-0.html
655,Olaparib,varicella virus vaccine,https://www.drugs.com/drug-interactions/olaparib-with-varicella-virus-vaccine-3580-0-2292-0.html
655,Olaparib,carbamazepine,https://www.drugs.com/drug-interactions/carbamazepine-with-olaparib-497-0-3580-0.html
655,Olaparib,lonafarnib,https://www.drugs.com/drug-interactions/lonafarnib-with-olaparib-4203-0-3580-0.html
655,Olaparib,dengue vaccine,https://www.drugs.com/drug-interactions/dengue-vaccine-with-olaparib-4012-0-3580-0.html
655,Olaparib,voxelotor,https://www.drugs.com/drug-interactions/olaparib-with-voxelotor-3580-0-4107-0.html
655,Olaparib,adagrasib,https://www.drugs.com/drug-interactions/adagrasib-with-olaparib-4419-0-3580-0.html
655,Olaparib,voriconazole,https://www.drugs.com/drug-interactions/olaparib-with-voriconazole-3580-0-2309-0.html
655,Olaparib,mifepristone,https://www.drugs.com/drug-interactions/mifepristone-with-olaparib-1630-0-3580-0.html
